ID_Venta;Fecha;Hora;Tienda;ID_Producto;Categoria_Producto;Producto;Cantidad;Precio_Unitario;Total;Costo_Total;Margen;Margen_%;Metodo_Pago;Estado
1430;04-06-2024;10:37;Sucursal A;201;Lacteos;Leche Entera;47;1500;70500;37600;32900;46,67;Efectivo;Completada
1431;16-02-2024;7:49;Sucursal B;209;Bebidas;Te Premium;26;4000;104000;52000;52000;50;Efectivo;Completada
1432;23-02-2024;17:33;Sucursal B;201;Lacteos;Leche Entera;38;1500;57000;30400;26600;46,67;Efectivo;Completada
1433;21-01-2024;16:45;Sucursal B;205;Panaderia;Croissant Chocolate;14;1800;25200;9800;15400;61,11;Tarjeta;Completada
1434;06-01-2024;17:43;Sucursal D;208;Lacteos;Mantequilla;45;3500;157500;81000;76500;48,57;Tarjeta;Cancelada
1435;17-03-2024;18:43;Sucursal C;202;Panaderia;Pan Integral;31;2500;77500;37200;40300;52;Transferencia;Completada
1436;08-04-2024;20:56;Sucursal C;208;Lacteos;Mantequilla;26;3500;91000;46800;44200;48,57;Efectivo;Completada
1437;18-01-2024;12:03;Sucursal B;203;Bebidas;Jugo Naranja;26;2000;52000;23400;28600;55;Tarjeta;Completada
1438;04-05-2024;17:52;Sucursal A;202;Panaderia;Pan Integral;43;2500;107500;51600;55900;52;Transferencia;Cancelada
1439;08-01-2024;20:00;Sucursal D;210;Panaderia;Donas Variadas;47;1200;56400;23500;32900;58,33;Tarjeta;Completada
1440;24-03-2024;19:21;Sucursal B;208;Lacteos;Mantequilla;22;3500;77000;39600;37400;48,57;Tarjeta;Completada
1441;05-02-2024;16:42;Sucursal D;205;Panaderia;Croissant Chocolate;28;1800;50400;19600;30800;61,11;Efectivo;Completada
1442;13-04-2024;11:26;Sucursal C;202;Panaderia;Pan Integral;22;2500;55000;26400;28600;52;Efectivo;Completada
1443;20-05-2024;12:55;Sucursal D;210;Panaderia;Donas Variadas;9;1200;10800;4500;6300;58,33;Transferencia;Completada
1444;08-05-2024;7:02;Sucursal E;209;Bebidas;Te Premium;7;4000;28000;14000;14000;50;Efectivo;Completada
1445;11-06-2024;17:25;Sucursal A;203;Bebidas;Jugo Naranja;39;2000;78000;35100;42900;55;Efectivo;Completada
1446;25-04-2024;8:03;Sucursal E;204;Lacteos;Yogurt Natural;27;3000;81000;40500;40500;50;Tarjeta;Completada
1447;02-06-2024;16:58;Sucursal D;204;Lacteos;Yogurt Natural;23;3000;69000;34500;34500;50;Efectivo;Completada
1448;01-05-2024;8:55;Sucursal A;201;Lacteos;Leche Entera;22;1500;33000;17600;15400;46,67;Efectivo;Completada
1449;18-05-2024;9:11;Sucursal C;208;Lacteos;Mantequilla;21;3500;73500;37800;35700;48,57;Tarjeta;Completada
1450;16-02-2024;11:20;Sucursal B;207;Bebidas;Cafe Molido;40;5500;220000;120000;100000;45,45;Tarjeta;Completada
1451;24-03-2024;19:07;Sucursal D;202;Panaderia;Pan Integral;45;2500;112500;54000;58500;52;Efectivo;Completada
1452;12-04-2024;16:14;Sucursal C;209;Bebidas;Te Premium;4;4000;16000;8000;8000;50;Transferencia;Completada
1453;20-04-2024;21:35;Sucursal C;208;Lacteos;Mantequilla;40;3500;140000;72000;68000;48,57;Tarjeta;Completada
1454;04-01-2024;13:52;Sucursal B;203;Bebidas;Jugo Naranja;49;2000;98000;44100;53900;55;Efectivo;Completada
1455;09-03-2024;11:56;Sucursal A;205;Panaderia;Croissant Chocolate;6;1800;10800;4200;6600;61,11;Transferencia;Completada
1456;14-06-2024;9:50;Sucursal E;205;Panaderia;Croissant Chocolate;20;1800;36000;14000;22000;61,11;Efectivo;Completada
1457;16-03-2024;21:40;Sucursal C;206;Lacteos;Queso Fresco;36;4500;162000;90000;72000;44,44;Tarjeta;Completada
1458;19-02-2024;17:50;Sucursal A;205;Panaderia;Croissant Chocolate;48;1800;86400;33600;52800;61,11;Efectivo;Completada
1459;02-05-2024;14:21;Sucursal D;206;Lacteos;Queso Fresco;39;4500;175500;97500;78000;44,44;Efectivo;Completada
1460;16-01-2024;17:33;Sucursal B;207;Bebidas;Cafe Molido;10;5500;55000;30000;25000;45,45;Tarjeta;Completada
1461;18-05-2024;10:47;Sucursal A;210;Panaderia;Donas Variadas;17;1200;20400;8500;11900;58,33;Efectivo;Completada
1462;28-05-2024;21:24;Sucursal A;205;Panaderia;Croissant Chocolate;1;1800;1800;700;1100;61,11;Efectivo;Cancelada
1463;06-05-2024;21:31;Sucursal B;208;Lacteos;Mantequilla;40;3500;140000;72000;68000;48,57;Efectivo;Completada
1464;30-05-2024;8:58;Sucursal E;210;Panaderia;Donas Variadas;17;1200;20400;8500;11900;58,33;Efectivo;Completada
1465;10-03-2024;7:48;Sucursal D;206;Lacteos;Queso Fresco;3;4500;13500;7500;6000;44,44;Tarjeta;Completada
1466;05-03-2024;21:35;Sucursal C;201;Lacteos;Leche Entera;26;1500;39000;20800;18200;46,67;Tarjeta;Completada
1467;25-05-2024;10:34;Sucursal C;201;Lacteos;Leche Entera;43;1500;64500;34400;30100;46,67;Efectivo;Completada
1468;14-01-2024;14:58;Sucursal E;202;Panaderia;Pan Integral;4;2500;10000;4800;5200;52;Tarjeta;Completada
1469;25-06-2024;11:26;Sucursal C;208;Lacteos;Mantequilla;1;3500;3500;1800;1700;48,57;Tarjeta;Completada
1470;04-03-2024;17:42;Sucursal C;203;Bebidas;Jugo Naranja;12;2000;24000;10800;13200;55;Transferencia;Completada
1471;20-06-2024;9:56;Sucursal B;207;Bebidas;Cafe Molido;22;5500;121000;66000;55000;45,45;Tarjeta;Completada
1472;28-04-2024;13:18;Sucursal B;203;Bebidas;Jugo Naranja;16;2000;32000;14400;17600;55;Tarjeta;Completada
1473;12-03-2024;20:52;Sucursal A;201;Lacteos;Leche Entera;12;1500;18000;9600;8400;46,67;Efectivo;Completada
1474;24-05-2024;15:27;Sucursal A;206;Lacteos;Queso Fresco;5;4500;22500;12500;10000;44,44;Tarjeta;Completada
1475;28-02-2024;15:18;Sucursal B;201;Lacteos;Leche Entera;48;1500;72000;38400;33600;46,67;Tarjeta;Completada
1476;16-02-2024;19:19;Sucursal D;207;Bebidas;Cafe Molido;33;5500;181500;99000;82500;45,45;Tarjeta;Completada
1477;14-01-2024;14:19;Sucursal C;207;Bebidas;Cafe Molido;29;5500;159500;87000;72500;45,45;Efectivo;Completada
1478;14-04-2024;16:16;Sucursal B;209;Bebidas;Te Premium;29;4000;116000;58000;58000;50;Efectivo;Completada
1479;04-06-2024;16:19;Sucursal E;209;Bebidas;Te Premium;18;4000;72000;36000;36000;50;Tarjeta;Completada
1480;11-03-2024;15:34;Sucursal B;203;Bebidas;Jugo Naranja;34;2000;68000;30600;37400;55;Efectivo;Completada
1481;14-03-2024;13:38;Sucursal B;206;Lacteos;Queso Fresco;43;4500;193500;107500;86000;44,44;Efectivo;Completada
1482;20-01-2024;9:19;Sucursal D;209;Bebidas;Te Premium;44;4000;176000;88000;88000;50;Efectivo;Completada
1483;22-02-2024;21:26;Sucursal C;202;Panaderia;Pan Integral;6;2500;15000;7200;7800;52;Tarjeta;Completada
1484;17-02-2024;17:59;Sucursal A;206;Lacteos;Queso Fresco;36;4500;162000;90000;72000;44,44;Efectivo;Completada
1485;23-03-2024;11:14;Sucursal A;210;Panaderia;Donas Variadas;10;1200;12000;5000;7000;58,33;Efectivo;Completada
1486;28-05-2024;20:24;Sucursal D;208;Lacteos;Mantequilla;34;3500;119000;61200;57800;48,57;Efectivo;Completada
1487;14-02-2024;10:18;Sucursal A;204;Lacteos;Yogurt Natural;9;3000;27000;13500;13500;50;Transferencia;Completada
1488;15-02-2024;8:26;Sucursal A;210;Panaderia;Donas Variadas;10;1200;12000;5000;7000;58,33;Tarjeta;Completada
1489;25-03-2024;21:03;Sucursal D;209;Bebidas;Te Premium;47;4000;188000;94000;94000;50;Tarjeta;Completada
1490;02-06-2024;17:56;Sucursal D;203;Bebidas;Jugo Naranja;17;2000;34000;15300;18700;55;Tarjeta;Completada
1491;16-06-2024;21:31;Sucursal A;207;Bebidas;Cafe Molido;23;5500;126500;69000;57500;45,45;Transferencia;Completada
1492;19-04-2024;8:39;Sucursal C;205;Panaderia;Croissant Chocolate;48;1800;86400;33600;52800;61,11;Efectivo;Completada
1493;02-03-2024;8:29;Sucursal A;210;Panaderia;Donas Variadas;11;1200;13200;5500;7700;58,33;Transferencia;Completada
1494;07-02-2024;14:45;Sucursal D;203;Bebidas;Jugo Naranja;13;2000;26000;11700;14300;55;Efectivo;Completada
1495;29-04-2024;16:16;Sucursal C;208;Lacteos;Mantequilla;46;3500;161000;82800;78200;48,57;Transferencia;Completada
1496;29-03-2024;7:53;Sucursal A;207;Bebidas;Cafe Molido;28;5500;154000;84000;70000;45,45;Transferencia;Completada
1497;25-03-2024;17:59;Sucursal E;202;Panaderia;Pan Integral;43;2500;107500;51600;55900;52;Tarjeta;Completada
1498;23-04-2024;8:21;Sucursal D;205;Panaderia;Croissant Chocolate;18;1800;32400;12600;19800;61,11;Tarjeta;Completada
1499;04-01-2024;12:23;Sucursal E;206;Lacteos;Queso Fresco;43;4500;193500;107500;86000;44,44;Transferencia;Completada
1500;24-02-2024;12:37;Sucursal B;203;Bebidas;Jugo Naranja;1;2000;2000;900;1100;55;Efectivo;Completada
1501;01-04-2024;9:44;Sucursal B;205;Panaderia;Croissant Chocolate;7;1800;12600;4900;7700;61,11;Tarjeta;Completada
